"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]"
"Oulu Vihreäsaari satama","2025","11","4","00:30","6.1"
"Oulu Vihreäsaari satama","2025","11","4","00:40","5.9"
"Oulu Vihreäsaari satama","2025","11","4","00:50","5.9"
"Oulu Vihreäsaari satama","2025","11","4","01:00","5.9"
"Oulu Vihreäsaari satama","2025","11","4","01:10","5.9"
"Oulu Vihreäsaari satama","2025","11","4","01:20","5.8"
"Oulu Vihreäsaari satama","2025","11","4","01:30","5.9"
"Oulu Vihreäsaari satama","2025","11","4","01:40","5.8"
"Oulu Vihreäsaari satama","2025","11","4","01:50","5.8"
"Oulu Vihreäsaari satama","2025","11","4","02:00","5.8"
"Oulu Vihreäsaari satama","2025","11","4","02:10","5.8"
"Oulu Vihreäsaari satama","2025","11","4","02:20","5.8"
"Oulu Vihreäsaari satama","2025","11","4","02:30","5.9"
"Oulu Vihreäsaari satama","2025","11","4","02:40","5.9"
"Oulu Vihreäsaari satama","2025","11","4","02:50","5.9"
"Oulu Vihreäsaari satama","2025","11","4","03:00","5.9"
"Oulu Vihreäsaari satama","2025","11","4","03:10","5.8"
"Oulu Vihreäsaari satama","2025","11","4","03:20","5.8"
"Oulu Vihreäsaari satama","2025","11","4","03:30","5.9"
"Oulu Vihreäsaari satama","2025","11","4","03:40","5.9"
"Oulu Vihreäsaari satama","2025","11","4","03:50","5.9"
"Oulu Vihreäsaari satama","2025","11","4","04:00","6"
"Oulu Vihreäsaari satama","2025","11","4","04:10","6"
"Oulu Vihreäsaari satama","2025","11","4","04:20","6"
"Oulu Vihreäsaari satama","2025","11","4","04:30","6.1"
"Oulu Vihreäsaari satama","2025","11","4","04:40","6"
"Oulu Vihreäsaari satama","2025","11","4","04:50","6"
"Oulu Vihreäsaari satama","2025","11","4","05:00","6"
"Oulu Vihreäsaari satama","2025","11","4","05:10","6.1"
"Oulu Vihreäsaari satama","2025","11","4","05:20","6.1"
"Oulu Vihreäsaari satama","2025","11","4","05:30","6.1"
"Oulu Vihreäsaari satama","2025","11","4","05:40","6.2"
"Oulu Vihreäsaari satama","2025","11","4","05:50","6.3"
"Oulu Vihreäsaari satama","2025","11","4","06:00","6.3"
"Oulu Vihreäsaari satama","2025","11","4","06:10","6.4"
"Oulu Vihreäsaari satama","2025","11","4","06:20","6.6"
"Oulu Vihreäsaari satama","2025","11","4","06:30","6.6"
"Oulu Vihreäsaari satama","2025","11","4","06:40","6.6"
"Oulu Vihreäsaari satama","2025","11","4","06:50","6.6"
"Oulu Vihreäsaari satama","2025","11","4","07:00","6.6"
"Oulu Vihreäsaari satama","2025","11","4","07:10","6.5"
"Oulu Vihreäsaari satama","2025","11","4","07:20","6.6"
"Oulu Vihreäsaari satama","2025","11","4","07:30","6.6"
"Oulu Vihreäsaari satama","2025","11","4","07:40","6.7"
"Oulu Vihreäsaari satama","2025","11","4","07:50","6.8"
"Oulu Vihreäsaari satama","2025","11","4","08:00","6.7"
"Oulu Vihreäsaari satama","2025","11","4","08:10","6.5"
"Oulu Vihreäsaari satama","2025","11","4","08:20","6.6"
"Oulu Vihreäsaari satama","2025","11","4","08:30","6.5"
"Oulu Vihreäsaari satama","2025","11","4","08:40","6.6"
"Oulu Vihreäsaari satama","2025","11","4","08:50","6.9"
"Oulu Vihreäsaari satama","2025","11","4","09:00","7"
"Oulu Vihreäsaari satama","2025","11","4","09:10","7"
"Oulu Vihreäsaari satama","2025","11","4","09:20","7"
"Oulu Vihreäsaari satama","2025","11","4","09:30","7"
"Oulu Vihreäsaari satama","2025","11","4","09:40","7"
"Oulu Vihreäsaari satama","2025","11","4","09:50","7"
"Oulu Vihreäsaari satama","2025","11","4","10:00","7.2"
"Oulu Vihreäsaari satama","2025","11","4","10:10","7"
"Oulu Vihreäsaari satama","2025","11","4","10:20","7.2"
"Oulu Vihreäsaari satama","2025","11","4","10:30","7"
"Oulu Vihreäsaari satama","2025","11","4","10:40","7.2"
"Oulu Vihreäsaari satama","2025","11","4","10:50","7"
"Oulu Vihreäsaari satama","2025","11","4","11:00","7.1"
"Oulu Vihreäsaari satama","2025","11","4","11:10","7.1"
"Oulu Vihreäsaari satama","2025","11","4","11:20","7.1"
"Oulu Vihreäsaari satama","2025","11","4","11:30","7.2"
"Oulu Vihreäsaari satama","2025","11","4","11:40","7.2"
"Oulu Vihreäsaari satama","2025","11","4","11:50","7.2"
"Oulu Vihreäsaari satama","2025","11","4","12:00","7.2"
"Oulu Vihreäsaari satama","2025","11","4","12:10","7.1"
"Oulu Vihreäsaari satama","2025","11","4","12:20","7.1"
"Oulu Vihreäsaari satama","2025","11","4","12:30","7"
"Oulu Vihreäsaari satama","2025","11","4","12:40","7.1"
"Oulu Vihreäsaari satama","2025","11","4","12:50","7.1"
"Oulu Vihreäsaari satama","2025","11","4","13:00","7.3"
"Oulu Vihreäsaari satama","2025","11","4","13:10","7.3"
"Oulu Vihreäsaari satama","2025","11","4","13:20","7.1"
"Oulu Vihreäsaari satama","2025","11","4","13:30","7.2"
"Oulu Vihreäsaari satama","2025","11","4","13:40","7.1"
"Oulu Vihreäsaari satama","2025","11","4","13:50","7.3"
"Oulu Vihreäsaari satama","2025","11","4","14:00","7.3"
"Oulu Vihreäsaari satama","2025","11","4","14:10","7.3"
"Oulu Vihreäsaari satama","2025","11","4","14:20","7.4"
"Oulu Vihreäsaari satama","2025","11","4","14:30","7.3"
"Oulu Vihreäsaari satama","2025","11","4","14:40","7.2"
"Oulu Vihreäsaari satama","2025","11","4","14:50","7.3"
"Oulu Vihreäsaari satama","2025","11","4","15:00","7.3"
"Oulu Vihreäsaari satama","2025","11","4","15:10","7.3"
"Oulu Vihreäsaari satama","2025","11","4","15:20","7.3"
"Oulu Vihreäsaari satama","2025","11","4","15:30","7.3"
"Oulu Vihreäsaari satama","2025","11","4","15:40","7.2"
"Oulu Vihreäsaari satama","2025","11","4","15:50","7.3"
"Oulu Vihreäsaari satama","2025","11","4","16:00","7.4"
"Oulu Vihreäsaari satama","2025","11","4","16:10","7.3"
"Oulu Vihreäsaari satama","2025","11","4","16:20","7.3"
"Oulu Vihreäsaari satama","2025","11","4","16:30","7.3"
"Oulu Vihreäsaari satama","2025","11","4","16:40","7.3"
"Oulu Vihreäsaari satama","2025","11","4","16:50","7.2"
"Oulu Vihreäsaari satama","2025","11","4","17:00","7.3"
"Oulu Vihreäsaari satama","2025","11","4","17:10","7.2"
"Oulu Vihreäsaari satama","2025","11","4","17:20","7.2"
"Oulu Vihreäsaari satama","2025","11","4","17:30","7.1"
"Oulu Vihreäsaari satama","2025","11","4","17:40","7"
"Oulu Vihreäsaari satama","2025","11","4","17:50","6.9"
"Oulu Vihreäsaari satama","2025","11","4","18:00","6.8"
"Oulu Vihreäsaari satama","2025","11","4","18:10","6.6"
"Oulu Vihreäsaari satama","2025","11","4","18:20","6.5"
"Oulu Vihreäsaari satama","2025","11","4","18:30","6.4"
"Oulu Vihreäsaari satama","2025","11","4","18:40","6.4"
"Oulu Vihreäsaari satama","2025","11","4","18:50","6.4"
"Oulu Vihreäsaari satama","2025","11","4","19:00","6.3"
"Oulu Vihreäsaari satama","2025","11","4","19:10","6.3"
"Oulu Vihreäsaari satama","2025","11","4","19:20","6.3"
"Oulu Vihreäsaari satama","2025","11","4","19:30","6.3"
"Oulu Vihreäsaari satama","2025","11","4","19:40","6.4"
"Oulu Vihreäsaari satama","2025","11","4","19:50","6.4"
"Oulu Vihreäsaari satama","2025","11","4","20:00","6.4"
"Oulu Vihreäsaari satama","2025","11","4","20:10","6.5"
"Oulu Vihreäsaari satama","2025","11","4","20:20","6.6"
"Oulu Vihreäsaari satama","2025","11","4","20:30","6.8"
"Oulu Vihreäsaari satama","2025","11","4","20:40","6.8"
"Oulu Vihreäsaari satama","2025","11","4","20:50","6.9"
"Oulu Vihreäsaari satama","2025","11","4","21:00","7.1"
"Oulu Vihreäsaari satama","2025","11","4","21:10","7.2"
"Oulu Vihreäsaari satama","2025","11","4","21:20","7.3"
"Oulu Vihreäsaari satama","2025","11","4","21:30","7.4"
"Oulu Vihreäsaari satama","2025","11","4","21:40","7.4"
"Oulu Vihreäsaari satama","2025","11","4","21:50","7.5"
"Oulu Vihreäsaari satama","2025","11","4","22:00","7.4"
"Oulu Vihreäsaari satama","2025","11","4","22:10","7.4"
"Oulu Vihreäsaari satama","2025","11","4","22:20","7.6"
"Oulu Vihreäsaari satama","2025","11","4","22:30","7.6"
"Oulu Vihreäsaari satama","2025","11","4","22:40","7.9"
"Oulu Vihreäsaari satama","2025","11","4","22:50","8.2"
"Oulu Vihreäsaari satama","2025","11","4","23:00","8.1"
"Oulu Vihreäsaari satama","2025","11","4","23:10","8.1"
"Oulu Vihreäsaari satama","2025","11","4","23:20","8.2"
"Oulu Vihreäsaari satama","2025","11","4","23:30","8.3"
"Oulu Vihreäsaari satama","2025","11","4","23:40","8.2"
"Oulu Vihreäsaari satama","2025","11","4","23:50","8.1"
"Oulu Vihreäsaari satama","2025","11","5","00:00","8.1"
"Oulu Vihreäsaari satama","2025","11","5","00:10","8"
"Oulu Vihreäsaari satama","2025","11","5","00:20","8"
"Oulu Vihreäsaari satama","2025","11","5","00:30","8"
"Oulu Vihreäsaari satama","2025","11","5","00:40","8"
"Oulu Vihreäsaari satama","2025","11","5","00:50","7.9"
"Oulu Vihreäsaari satama","2025","11","5","01:00","7.9"
"Oulu Vihreäsaari satama","2025","11","5","01:10","7.8"
"Oulu Vihreäsaari satama","2025","11","5","01:20","7.7"
"Oulu Vihreäsaari satama","2025","11","5","01:30","7.7"
"Oulu Vihreäsaari satama","2025","11","5","01:40","7.8"
"Oulu Vihreäsaari satama","2025","11","5","01:50","7.6"
"Oulu Vihreäsaari satama","2025","11","5","02:00","7.6"
"Oulu Vihreäsaari satama","2025","11","5","02:10","7.7"
"Oulu Vihreäsaari satama","2025","11","5","02:20","7.7"
"Oulu Vihreäsaari satama","2025","11","5","02:30","7.7"
"Oulu Vihreäsaari satama","2025","11","5","02:40","7.8"
"Oulu Vihreäsaari satama","2025","11","5","02:50","7.8"
"Oulu Vihreäsaari satama","2025","11","5","03:00","7.7"
"Oulu Vihreäsaari satama","2025","11","5","03:10","7.7"
"Oulu Vihreäsaari satama","2025","11","5","03:20","7.7"
"Oulu Vihreäsaari satama","2025","11","5","03:30","7.7"
"Oulu Vihreäsaari satama","2025","11","5","03:40","7.7"
"Oulu Vihreäsaari satama","2025","11","5","03:50","7.5"
"Oulu Vihreäsaari satama","2025","11","5","04:00","7.5"
"Oulu Vihreäsaari satama","2025","11","5","04:10","7.5"
"Oulu Vihreäsaari satama","2025","11","5","04:20","7.5"
"Oulu Vihreäsaari satama","2025","11","5","04:30","7.4"
"Oulu Vihreäsaari satama","2025","11","5","04:40","7.3"
"Oulu Vihreäsaari satama","2025","11","5","04:50","7.3"
"Oulu Vihreäsaari satama","2025","11","5","05:00","7.5"
"Oulu Vihreäsaari satama","2025","11","5","05:10","7.6"
"Oulu Vihreäsaari satama","2025","11","5","05:20","7.7"
"Oulu Vihreäsaari satama","2025","11","5","05:30","8.1"
"Oulu Vihreäsaari satama","2025","11","5","05:40","7.8"
"Oulu Vihreäsaari satama","2025","11","5","05:50","7.8"
"Oulu Vihreäsaari satama","2025","11","5","06:00","7.6"
"Oulu Vihreäsaari satama","2025","11","5","06:10","7.7"
"Oulu Vihreäsaari satama","2025","11","5","06:20","7.6"
"Oulu Vihreäsaari satama","2025","11","5","06:30","7.5"
"Oulu Vihreäsaari satama","2025","11","5","06:40","7.4"
"Oulu Vihreäsaari satama","2025","11","5","06:50","7.4"
"Oulu Vihreäsaari satama","2025","11","5","07:00","7"
"Oulu Vihreäsaari satama","2025","11","5","07:10","6.9"
"Oulu Vihreäsaari satama","2025","11","5","07:20","7.4"
"Oulu Vihreäsaari satama","2025","11","5","07:30","7.2"
"Oulu Vihreäsaari satama","2025","11","5","07:40","7.4"
"Oulu Vihreäsaari satama","2025","11","5","07:50","7.1"
"Oulu Vihreäsaari satama","2025","11","5","08:00","6.6"
"Oulu Vihreäsaari satama","2025","11","5","08:10","6.5"
"Oulu Vihreäsaari satama","2025","11","5","08:20","6.4"
"Oulu Vihreäsaari satama","2025","11","5","08:30","6.5"
"Oulu Vihreäsaari satama","2025","11","5","08:40","6.5"
"Oulu Vihreäsaari satama","2025","11","5","08:50","6.5"
"Oulu Vihreäsaari satama","2025","11","5","09:00","6.5"
"Oulu Vihreäsaari satama","2025","11","5","09:10","6.5"
"Oulu Vihreäsaari satama","2025","11","5","09:20","6.6"
"Oulu Vihreäsaari satama","2025","11","5","09:30","6.6"
"Oulu Vihreäsaari satama","2025","11","5","09:40","6.8"
"Oulu Vihreäsaari satama","2025","11","5","09:50","6.9"
"Oulu Vihreäsaari satama","2025","11","5","10:00","7"
"Oulu Vihreäsaari satama","2025","11","5","10:10","7.1"
"Oulu Vihreäsaari satama","2025","11","5","10:20","7.2"
"Oulu Vihreäsaari satama","2025","11","5","10:30","7.1"
"Oulu Vihreäsaari satama","2025","11","5","10:40","7.2"
"Oulu Vihreäsaari satama","2025","11","5","10:50","7.1"
"Oulu Vihreäsaari satama","2025","11","5","11:00","7.2"
"Oulu Vihreäsaari satama","2025","11","5","11:10","7.2"
"Oulu Vihreäsaari satama","2025","11","5","11:20","7.2"
"Oulu Vihreäsaari satama","2025","11","5","11:30","7.2"
"Oulu Vihreäsaari satama","2025","11","5","11:40","7.2"
"Oulu Vihreäsaari satama","2025","11","5","11:50","7.2"
"Oulu Vihreäsaari satama","2025","11","5","12:00","7.4"
"Oulu Vihreäsaari satama","2025","11","5","12:10","7.6"
"Oulu Vihreäsaari satama","2025","11","5","12:20","7.7"
"Oulu Vihreäsaari satama","2025","11","5","12:30","7.9"
"Oulu Vihreäsaari satama","2025","11","5","12:40","8"
"Oulu Vihreäsaari satama","2025","11","5","12:50","8.3"
"Oulu Vihreäsaari satama","2025","11","5","13:00","8.3"
"Oulu Vihreäsaari satama","2025","11","5","13:10","8.2"
"Oulu Vihreäsaari satama","2025","11","5","13:20","8.4"
"Oulu Vihreäsaari satama","2025","11","5","13:30","8.4"
"Oulu Vihreäsaari satama","2025","11","5","13:40","8.3"
"Oulu Vihreäsaari satama","2025","11","5","13:50","8.3"
"Oulu Vihreäsaari satama","2025","11","5","14:00","8.2"
"Oulu Vihreäsaari satama","2025","11","5","14:10","8.3"
"Oulu Vihreäsaari satama","2025","11","5","14:20","8.3"
"Oulu Vihreäsaari satama","2025","11","5","14:30","8.3"
"Oulu Vihreäsaari satama","2025","11","5","14:40","8.5"
"Oulu Vihreäsaari satama","2025","11","5","14:50","8.2"
"Oulu Vihreäsaari satama","2025","11","5","15:00","8.1"
"Oulu Vihreäsaari satama","2025","11","5","15:10","8"
"Oulu Vihreäsaari satama","2025","11","5","15:20","8"
"Oulu Vihreäsaari satama","2025","11","5","15:30","7.8"
"Oulu Vihreäsaari satama","2025","11","5","15:40","7.9"
"Oulu Vihreäsaari satama","2025","11","5","15:50","8"
"Oulu Vihreäsaari satama","2025","11","5","16:00","7.9"
"Oulu Vihreäsaari satama","2025","11","5","16:10","8"
"Oulu Vihreäsaari satama","2025","11","5","16:20","7.9"
"Oulu Vihreäsaari satama","2025","11","5","16:30","7.9"
"Oulu Vihreäsaari satama","2025","11","5","16:40","7.8"
"Oulu Vihreäsaari satama","2025","11","5","16:50","7.6"
"Oulu Vihreäsaari satama","2025","11","5","17:00","7.6"
"Oulu Vihreäsaari satama","2025","11","5","17:10","7.5"
"Oulu Vihreäsaari satama","2025","11","5","17:20","7.5"
"Oulu Vihreäsaari satama","2025","11","5","17:30","7.4"
"Oulu Vihreäsaari satama","2025","11","5","17:40","7.3"
"Oulu Vihreäsaari satama","2025","11","5","17:50","7.3"
"Oulu Vihreäsaari satama","2025","11","5","18:00","7.4"
"Oulu Vihreäsaari satama","2025","11","5","18:10","7.5"
"Oulu Vihreäsaari satama","2025","11","5","18:20","7.7"
"Oulu Vihreäsaari satama","2025","11","5","18:30","7.6"
"Oulu Vihreäsaari satama","2025","11","5","18:40","7.5"
"Oulu Vihreäsaari satama","2025","11","5","18:50","7.6"
"Oulu Vihreäsaari satama","2025","11","5","19:00","7.6"
"Oulu Vihreäsaari satama","2025","11","5","19:10","7.8"
"Oulu Vihreäsaari satama","2025","11","5","19:20","7.9"
"Oulu Vihreäsaari satama","2025","11","5","19:30","8"
"Oulu Vihreäsaari satama","2025","11","5","19:40","7.9"
"Oulu Vihreäsaari satama","2025","11","5","19:50","7.9"
"Oulu Vihreäsaari satama","2025","11","5","20:00","8.1"
"Oulu Vihreäsaari satama","2025","11","5","20:10","8.2"
"Oulu Vihreäsaari satama","2025","11","5","20:20","8.1"
"Oulu Vihreäsaari satama","2025","11","5","20:30","8.4"
"Oulu Vihreäsaari satama","2025","11","5","20:40","8.7"
"Oulu Vihreäsaari satama","2025","11","5","20:50","8.9"
"Oulu Vihreäsaari satama","2025","11","5","21:00","8.7"
"Oulu Vihreäsaari satama","2025","11","5","21:10","8.5"
"Oulu Vihreäsaari satama","2025","11","5","21:20","8.7"
"Oulu Vihreäsaari satama","2025","11","5","21:30","8.4"
"Oulu Vihreäsaari satama","2025","11","5","21:40","8.4"
"Oulu Vihreäsaari satama","2025","11","5","21:50","8.3"
"Oulu Vihreäsaari satama","2025","11","5","22:00","8.2"
"Oulu Vihreäsaari satama","2025","11","5","22:10","8.1"
"Oulu Vihreäsaari satama","2025","11","5","22:20","8"
"Oulu Vihreäsaari satama","2025","11","5","22:30","7.9"
"Oulu Vihreäsaari satama","2025","11","5","22:40","7.7"
"Oulu Vihreäsaari satama","2025","11","5","22:50","7.7"
"Oulu Vihreäsaari satama","2025","11","5","23:00","7.6"
"Oulu Vihreäsaari satama","2025","11","5","23:10","7.7"
"Oulu Vihreäsaari satama","2025","11","5","23:20","7.6"
"Oulu Vihreäsaari satama","2025","11","5","23:30","7.6"
"Oulu Vihreäsaari satama","2025","11","5","23:40","7.6"
"Oulu Vihreäsaari satama","2025","11","5","23:50","7.6"
"Oulu Vihreäsaari satama","2025","11","6","00:00","7.6"
"Oulu Vihreäsaari satama","2025","11","6","00:10","7.6"
"Oulu Vihreäsaari satama","2025","11","6","00:20","7.6"
"Oulu Vihreäsaari satama","2025","11","6","00:30","7.6"
"Oulu Vihreäsaari satama","2025","11","6","00:40","7.7"
"Oulu Vihreäsaari satama","2025","11","6","00:50","7.7"
"Oulu Vihreäsaari satama","2025","11","6","01:00","7.9"
"Oulu Vihreäsaari satama","2025","11","6","01:10","7.8"
"Oulu Vihreäsaari satama","2025","11","6","01:20","7.8"
"Oulu Vihreäsaari satama","2025","11","6","01:30","7.8"
"Oulu Vihreäsaari satama","2025","11","6","01:40","7.8"
"Oulu Vihreäsaari satama","2025","11","6","01:50","7.7"
"Oulu Vihreäsaari satama","2025","11","6","02:00","7.8"
"Oulu Vihreäsaari satama","2025","11","6","02:10","7.7"
"Oulu Vihreäsaari satama","2025","11","6","02:20","7.6"
"Oulu Vihreäsaari satama","2025","11","6","02:30","7.6"
"Oulu Vihreäsaari satama","2025","11","6","02:40","7.7"
"Oulu Vihreäsaari satama","2025","11","6","02:50","7.9"
"Oulu Vihreäsaari satama","2025","11","6","03:00","7.8"
"Oulu Vihreäsaari satama","2025","11","6","03:10","7.8"
"Oulu Vihreäsaari satama","2025","11","6","03:20","7.7"
"Oulu Vihreäsaari satama","2025","11","6","03:30","7.7"
"Oulu Vihreäsaari satama","2025","11","6","03:40","7.7"
"Oulu Vihreäsaari satama","2025","11","6","03:50","7.6"
"Oulu Vihreäsaari satama","2025","11","6","04:00","7.6"
"Oulu Vihreäsaari satama","2025","11","6","04:10","7.4"
"Oulu Vihreäsaari satama","2025","11","6","04:20","7.4"
"Oulu Vihreäsaari satama","2025","11","6","04:30","7.3"
"Oulu Vihreäsaari satama","2025","11","6","04:40","7.3"
"Oulu Vihreäsaari satama","2025","11","6","04:50","7.3"
"Oulu Vihreäsaari satama","2025","11","6","05:00","7.3"
"Oulu Vihreäsaari satama","2025","11","6","05:10","7.2"
"Oulu Vihreäsaari satama","2025","11","6","05:20","7.2"
"Oulu Vihreäsaari satama","2025","11","6","05:30","7"
"Oulu Vihreäsaari satama","2025","11","6","05:40","7"
"Oulu Vihreäsaari satama","2025","11","6","05:50","7"
"Oulu Vihreäsaari satama","2025","11","6","06:00","7"
"Oulu Vihreäsaari satama","2025","11","6","06:10","6.9"
"Oulu Vihreäsaari satama","2025","11","6","06:20","6.8"
"Oulu Vihreäsaari satama","2025","11","6","06:30","6.8"
"Oulu Vihreäsaari satama","2025","11","6","06:40","6.7"
"Oulu Vihreäsaari satama","2025","11","6","06:50","6.6"
"Oulu Vihreäsaari satama","2025","11","6","07:00","6.8"
"Oulu Vihreäsaari satama","2025","11","6","07:10","6.7"
"Oulu Vihreäsaari satama","2025","11","6","07:20","6.8"
"Oulu Vihreäsaari satama","2025","11","6","07:30","6.8"
"Oulu Vihreäsaari satama","2025","11","6","07:40","6.8"
"Oulu Vihreäsaari satama","2025","11","6","07:50","6.8"
"Oulu Vihreäsaari satama","2025","11","6","08:00","6.7"
"Oulu Vihreäsaari satama","2025","11","6","08:10","6.7"
"Oulu Vihreäsaari satama","2025","11","6","08:20","6.7"
"Oulu Vihreäsaari satama","2025","11","6","08:30","6.6"
"Oulu Vihreäsaari satama","2025","11","6","08:40","6.5"
"Oulu Vihreäsaari satama","2025","11","6","08:50","6.4"
"Oulu Vihreäsaari satama","2025","11","6","09:00","6.5"
"Oulu Vihreäsaari satama","2025","11","6","09:10","6.6"
"Oulu Vihreäsaari satama","2025","11","6","09:20","6.6"
"Oulu Vihreäsaari satama","2025","11","6","09:30","6.6"
"Oulu Vihreäsaari satama","2025","11","6","09:40","6.6"
"Oulu Vihreäsaari satama","2025","11","6","09:50","6.6"
"Oulu Vihreäsaari satama","2025","11","6","10:00","6.7"
"Oulu Vihreäsaari satama","2025","11","6","10:10","6.8"
"Oulu Vihreäsaari satama","2025","11","6","10:20","6.8"
"Oulu Vihreäsaari satama","2025","11","6","10:30","6.9"
"Oulu Vihreäsaari satama","2025","11","6","10:40","6.8"
"Oulu Vihreäsaari satama","2025","11","6","10:50","6.7"
"Oulu Vihreäsaari satama","2025","11","6","11:00","6.7"
"Oulu Vihreäsaari satama","2025","11","6","11:10","6.8"
"Oulu Vihreäsaari satama","2025","11","6","11:20","6.8"
"Oulu Vihreäsaari satama","2025","11","6","11:30","7"
"Oulu Vihreäsaari satama","2025","11","6","11:40","6.9"
"Oulu Vihreäsaari satama","2025","11","6","11:50","7"
"Oulu Vihreäsaari satama","2025","11","6","12:00","7"
"Oulu Vihreäsaari satama","2025","11","6","12:10","7"
"Oulu Vihreäsaari satama","2025","11","6","12:20","7"
"Oulu Vihreäsaari satama","2025","11","6","12:30","7"
"Oulu Vihreäsaari satama","2025","11","6","12:40","7.2"
"Oulu Vihreäsaari satama","2025","11","6","12:50","7.1"
"Oulu Vihreäsaari satama","2025","11","6","13:00","6.8"
"Oulu Vihreäsaari satama","2025","11","6","13:10","6.9"
"Oulu Vihreäsaari satama","2025","11","6","13:20","7"
"Oulu Vihreäsaari satama","2025","11","6","13:30","6.7"
"Oulu Vihreäsaari satama","2025","11","6","13:40","6.7"
"Oulu Vihreäsaari satama","2025","11","6","13:50","6.8"
"Oulu Vihreäsaari satama","2025","11","6","14:00","6.8"
"Oulu Vihreäsaari satama","2025","11","6","14:10","6.8"
"Oulu Vihreäsaari satama","2025","11","6","14:20","6.8"
"Oulu Vihreäsaari satama","2025","11","6","14:30","6.7"
"Oulu Vihreäsaari satama","2025","11","6","14:40","6.8"
"Oulu Vihreäsaari satama","2025","11","6","14:50","6.8"
"Oulu Vihreäsaari satama","2025","11","6","15:00","6.7"
"Oulu Vihreäsaari satama","2025","11","6","15:10","6.6"
"Oulu Vihreäsaari satama","2025","11","6","15:20","6.7"
"Oulu Vihreäsaari satama","2025","11","6","15:30","6.6"
"Oulu Vihreäsaari satama","2025","11","6","15:40","6.6"
"Oulu Vihreäsaari satama","2025","11","6","15:50","6.5"
"Oulu Vihreäsaari satama","2025","11","6","16:00","6.4"
"Oulu Vihreäsaari satama","2025","11","6","16:10","6.4"
"Oulu Vihreäsaari satama","2025","11","6","16:20","6.3"
"Oulu Vihreäsaari satama","2025","11","6","16:30","6.1"
"Oulu Vihreäsaari satama","2025","11","6","16:40","6.1"
"Oulu Vihreäsaari satama","2025","11","6","16:50","6.1"
"Oulu Vihreäsaari satama","2025","11","6","17:00","6.1"
"Oulu Vihreäsaari satama","2025","11","6","17:10","6.1"
"Oulu Vihreäsaari satama","2025","11","6","17:20","6.1"
"Oulu Vihreäsaari satama","2025","11","6","17:30","6.2"
"Oulu Vihreäsaari satama","2025","11","6","17:40","6.2"
"Oulu Vihreäsaari satama","2025","11","6","17:50","6.3"
"Oulu Vihreäsaari satama","2025","11","6","18:00","6.3"
"Oulu Vihreäsaari satama","2025","11","6","18:10","6.2"
"Oulu Vihreäsaari satama","2025","11","6","18:20","6.1"
"Oulu Vihreäsaari satama","2025","11","6","18:30","6"
"Oulu Vihreäsaari satama","2025","11","6","18:40","5.9"
"Oulu Vihreäsaari satama","2025","11","6","18:50","5.9"
"Oulu Vihreäsaari satama","2025","11","6","19:00","5.9"
"Oulu Vihreäsaari satama","2025","11","6","19:10","5.8"
"Oulu Vihreäsaari satama","2025","11","6","19:20","5.9"
"Oulu Vihreäsaari satama","2025","11","6","19:30","5.8"
"Oulu Vihreäsaari satama","2025","11","6","19:40","5.7"
"Oulu Vihreäsaari satama","2025","11","6","19:50","5.6"
"Oulu Vihreäsaari satama","2025","11","6","20:00","5.2"
"Oulu Vihreäsaari satama","2025","11","6","20:10","4.8"
"Oulu Vihreäsaari satama","2025","11","6","20:20","4.8"
"Oulu Vihreäsaari satama","2025","11","6","20:30","4.6"
"Oulu Vihreäsaari satama","2025","11","6","20:40","4.8"
"Oulu Vihreäsaari satama","2025","11","6","20:50","4.7"
"Oulu Vihreäsaari satama","2025","11","6","21:00","4.7"
"Oulu Vihreäsaari satama","2025","11","6","21:10","4.7"
"Oulu Vihreäsaari satama","2025","11","6","21:20","4.5"
"Oulu Vihreäsaari satama","2025","11","6","21:30","4.6"
"Oulu Vihreäsaari satama","2025","11","6","21:40","4.6"
"Oulu Vihreäsaari satama","2025","11","6","21:50","4.5"
"Oulu Vihreäsaari satama","2025","11","6","22:00","4.5"
"Oulu Vihreäsaari satama","2025","11","6","22:10","4.6"
"Oulu Vihreäsaari satama","2025","11","6","22:20","4.4"
"Oulu Vihreäsaari satama","2025","11","6","22:30","4.5"
"Oulu Vihreäsaari satama","2025","11","6","22:40","4.6"
"Oulu Vihreäsaari satama","2025","11","6","22:50","4.4"
"Oulu Vihreäsaari satama","2025","11","6","23:00","4.3"
"Oulu Vihreäsaari satama","2025","11","6","23:10","4.2"
"Oulu Vihreäsaari satama","2025","11","6","23:20","4.2"
"Oulu Vihreäsaari satama","2025","11","6","23:30","4.1"
"Oulu Vihreäsaari satama","2025","11","6","23:40","4.2"
"Oulu Vihreäsaari satama","2025","11","6","23:50","4.2"
"Oulu Vihreäsaari satama","2025","11","7","00:00","4"
"Oulu Vihreäsaari satama","2025","11","7","00:10","4.1"
"Oulu Vihreäsaari satama","2025","11","7","00:20","4.1"
"Oulu Vihreäsaari satama","2025","11","7","00:30","4"
"Oulu Vihreäsaari satama","2025","11","7","00:40","4"
"Oulu Vihreäsaari satama","2025","11","7","00:50","4.1"
"Oulu Vihreäsaari satama","2025","11","7","01:00","3.9"
"Oulu Vihreäsaari satama","2025","11","7","01:10","4.1"
"Oulu Vihreäsaari satama","2025","11","7","01:20","4"
